sentence,sentiment,topic
"nên c?p nh?t ?? c??ng gi?ng d?y môn h?c th??ng xuyên , ki?n th?c phù h?p v?i th?c ti?n .",0,1
"th?y d?y nhi?t tình , d? hi?u , d? áp d?ng làm bài thi .",1,0
"h?n n?a cô báo ngh? r?t tr? , cách r?t sát gi? h?c .",0,0
"nhi?t tình trong gi?ng d?y , vui v? .",1,0
th?i gian h?c trên l?p khá tho?i mái .,1,1
giáo trình khó hi?u .,0,1
gi?ng th?y gi?ng bài nghe r?t là bu?n ng? .,0,0
"các môn h?c c?n có ?ng d?ng th?c ti?n h?n , hi?n t?i ??t n?ng quá nhi?u v? lý thuy?t suông , h?c cho qua c?ng không ?? l?i gì , không gây h?ng thú .",0,1
"cách truy?n ??t , s? t?n tâm c?a gi?ng viên .",1,0
"gi?ng viên gi?ng d?y t?n tình , d? hi?u .",1,0
???c .,1,0
gi?ng viên không ??n l?p nh?ng không báo tr??c v?i phòng ?ào t?o hay l?p tr??ng ( không có thông báo ngh? trên daadotuitdotedudotvn ) .,0,0
th?y d?y k? nhi?t tình .,1,0
"th?y vui tính , nhi?t tình , d?y d? hi?u .",1,0
nên ??i sang ht1 .,0,1
"th?y r?t nhi?t tình , t?n tâm , h? tr? sinh viên làm ?? án r?t nhi?t tình , vui v? .",1,0
"d?y hay d? hi?u , lên l?p ??y ?? .",1,0
?úng th?i gian lên l?p và t?n tình gi?ng d?y .,1,0
c? s? v?t ch?t c?n chu?n b? t?t h?n ?? gi?ng viên có ?i?u ki?n t?t ?? gi?ng d?y .,0,2
? m?i bài cô có th? nh?n xét cái ?úng và cái sai ?? nhóm có th? bi?t ???c nhóm ?ã sai nh?ng gì ?? có th? tránh trong các thi?t k? sau này .,0,0
"th?y r?t tho?i m?i trò chuy?n ?? gi?i quy?t th?c m?c cho sinh viên , ch? d?n nh?ng cách làm bài d? hi?u ?? cho sinh viên không b? v??ng m?c .",1,0
"th?y d?y nói r?t nhanh , khó hi?u .",0,0
"cung c?p nhi?u ki?n th?c m?i , hay .",1,0
nên nói sâu v? nh?ng v?n ?? khó .,0,0
cô r?t nhi?t tình và g?i nhi?u tâm huy?t trong bài gi?ng .,1,0
môn h?c này quá t?i .,0,1
cô nhi?t tình và t?n tâm v?i l?p .,1,0
ki?n th?c r?ng .,1,1
các th?y nên cho ?? c??ng ôn sát v?i ph?n thi .,0,0
"d?y không có chu?n b? tr??c , ch? ??c slide .",0,0
??c bi?t v?i s? h??ng d?n c?a th?y wzjwz162 .,0,0
"cô wzjwz131 d?y h?u h?t ki?n th?c cho sinh viên dù là ch? là l?p th?c hành , nên ?? cô ti?p t?c gi?ng d?y trong các h?c k? t?i .",1,0
"hay nói dông dài trong gi? h?c , gi?ng d?y ch?a nhi?t tình , bu?n ng? .",0,0
"giáo viên nhi?t tình , tâm huy?t , vui tính .",1,0
ch? b?o t? tìm hi?u .,0,0
các trang b? ?? nghe không rõ .,0,2
có th? m?i thêm các anh ch? khóa trên tham gia chia s? kinh nghi?m h?c t?p c?ng nh? làm vi?c .,1,0
ch?c gì nh?ng gì sinh viên nói ?ã ?úng .,0,1
cung c?p nhi?u ki?n th?c hay cho sinh viên .,1,1
góp ph?n truy?n c?m h?ng cho h?c viên .,1,0
"d?y hay , d? hi?u , nhi?t tình .",1,0
"cô t?o ???c m?t không khí g?n g?i , không áp l?c , h?c r?t tho?i mái .",1,0
th?y d?y vui v? nhi?t tình .,1,0
"cô d?y r?t nhi?t tình , các tài li?u ??y ?? .",1,0
giáo viên d?y d? hi?u .,1,0
c?n xây d?ng c? s? d? li?u l?n ph?c v? vi?c th?c hành c?a sinh viên .,0,1
"th?i gian x?p l?ch th?c hành không h?p lý , lý thuy?t h?c ti?t 45 , th?c hành h?c ti?t 67 8 .",0,1
cô còn vui v? t?n tâm n?a nên em r?t quý cô .,1,0
em mong th?y gi?m th?i l??ng seminar và t?ng thêm các bu?i th?y d?y ki?n th?c .,0,0
"bài t?p mang tính v?n d?ng cao , giúp sinh viên hi?u và nh? ki?n th?c v?a h?c .",1,1
"không nên b?t sinh viên ph?i lên ng?i ?? 80% gi? h?c tr? lên vì có nh?ng ?? tài sinh viên ?ã n?m ???c cách làm , lên ng?i ?i?m danh m?t th?i gian vô ích .",0,1
? gi?ng ???ng lâu lâu cúp ?i?n r?t nóng .,0,2
"cô d?y d? hi?u , vui v? .",1,0
"c? s? v?t ch?t c?n ???c c?i thi?n , tránh vi?c h?c ? các gi?ng ???ng .",0,2
c?n có ti?t h?c v?i gi?ng viên n??c ngoài .,0,0
"giáo viên d?y t?n tình , d? hi?u .",1,0
không có bài ví d? m?u trong slide c? ? nhi?u ch??ng khó cho vi?c ôn t?p !,0,1
"th?y nhi?t tình trong gi?ng d?y , luôn quan tâm chú ý ??n sinh viên gi?i ?áp m?i th?c m?c trong quá trình gi?i bài t?p .",1,0
?? th?c hành h?i dài .,0,1
cô lo cho các sinh viên .,1,0
"gi?ng d?y h??ng d?n d? hi?u , d? ti?p thu .",1,0
th?y wzjwz60 là m?t gi?ng viên r?t t?n tâm và yêu ngh? !,1,0
nên gi?ng d?y kèm áp d?ng th?c t? nhi?u h?n .,0,0
"th?y gi?ng d?y tôt , d? hi?u .",1,0
"gi? h?c luôn sinh ??ng , hi?u qu? , giúp h?c sinh n?m v?ng ki?n th?c .",1,0
"th?y gi?ng viên truy?n ??t ki?n th?c r?t t?t , sinh viên d? ti?p thu .",1,0
gi?ng viên ?? nhóm c?a b?n wzjwz224 seminar nhi?u l?n và l?p không th? ti?p thu t? bu?i seminar hi?u qu? nh? là gi?ng viên d?y .,0,0
"truy?n ??t t?t , hay .",1,0
r?t ít ng??i h?c th?c hành môn c?u trúc d? li?u & gi?i thu?t .,0,3
ch?a thúc ??y h?c sinh h?c t?p .,0,0
cô t?n tâm nhi?t tình vui v? hi?u tâm lý h?c sinh .,1,0
"th?y d?y vui tính , hi?u tâm lý h?c sinh , cách d?y cu?n hút , d? hi?u .",1,0
"d?y ki?n th?c sâu , r?ng .",1,0
th?y c?n cho nhi?u bài t?p h?n .,0,0
"cho ít bài t?p , không nâng cao ???c ki?n th?c .",0,1
th?y hay cúp ti?t .,0,0
"th?y gi?ng c?ng khá chi ti?t , hay .",1,0
môn h?c không giúp ích ???c cho cu?c song sau này ( môn võ ) fraction ch? ?ánh bài quy?n c? b?n thì không th? t? v? b?n thân ???c .,0,1
"khá nhi?u bài t?p trên wecode quá khó và không th?c t? , hy v?ng k? thi s?p t?i th?y cho ?? d? th? h?n và không ?ánh ?? quá nhi?u , em s?p r?t môn ??n n?i r?i ? hu hu .",0,0
"gi?ng viên hòa ??ng vui tính , phong cách gi?ng d?y ??nh ??c , chia nhóm làm vi?c hi?u qu? .",1,0
"th?y d?y r?t d? hi?u , nhi?t tình .",1,0
"nhi?t tình , t?n tâm , luôn t?n d?ng t?i ?a gi? h?c trên l?p , ki?n th?c truy?n ??t t?t , vui v? , hoà ??ng v?i sinh viên .",1,0
th?y nên xem xét bài mà sinh viên gi?i .,0,0
"qu?n lý nh? v?y d?n ??n tình tr?ng "" cha chung không ai khóc "" .",0,3
"th?y gi?ng bài t?n tâm , cách truy?n ??t d? hi?u , g?n g?i v?i sinh viên và th??ng hay có l?i khuyên có ích .",1,0
"cô gi?ng d?y nhi?t tình , d? hi?u , bài t?p bám sát lý thuy?t .",1,0
"th?y d?y hay , d? ti?p thu bài .",1,0
cô wzjwz231 th??ng xuyên ch?a bài t?p và ?i sát vào n?i dung h?c t?p .,1,0
nên cung c? thêm ph?n ng? pháp và t? v?ng .,0,1
th?y cung c?p nhi?u bài t?p và h??ng gi?i hay .,1,0
"t?n tâm , nhi?t huy?t .",1,0
"gi?ng viên d?y d? hi?u , rõ ràng liên h? th?c ti?n cu?c s?ng .",1,0
gi?ng viên ??m b?o gi? lên l?p .,1,0
"c?n các công c? , ki?n th?c sát v?i công ngh? mà các doanh nghi?p th?c t? bên ngoài s? d?ng .",0,1
cho bài t?p th?c hành v?i nhi?u trang web th?c hành hay .,1,0
"em th?y nó th?t s? r?t t?t , gi?i quy?t sinh viên v?i nh?ng v?n ?? trên .",1,3
h?i khó hi?u .,0,0
"không khí vui v? , tho?i mái .",1,0
nó áp d?ng nh? th? nào ?,0,1
th?c hành nhi?u ti?t h?n .,0,1
th?y có m?t s? hi?u bi?t r?ng ? nhi?u l?nh v?c k? c? trong gi?ng d?y và ngoài ??i s?ng .,1,0
ch?a ?? ý ??n sinh viên .,0,0
th?y hi?n d? th??ng vui tính gi?ng r?t d? hi?u và t?n tình .,1,0
"có sách , giáo trình c? th? ?? xác ??nh ???c rõ m?c ?ích c?a môn h?c .",0,1
cô d?y vui k? n?ng nhi?t tình .,1,0
"ch?a có trình ?? s? ph?m cao , nên vi?c gi?ng gi?i v?n ?? có nhi?u lúc ch?a rõ .",0,0
"gi?ng viên t?n tâm , t?n tình .",1,0
c?n có nhi?u trò ch?i nh?m kích thích tính hi?u th?ng c?a sinh viên ch?t l??ng h?c t?t h?n .,0,1
"gi?ng viên nhi?t tình , bài h?c g?n v?i th?c t? , th??ng xuyên cho bài t?p ?? c?ng c? ki?n th?c .",1,0
tóm l?i th?y nên h?c m?t khóa v? k? n?ng giao ti?p .,0,0
"nhi?t tình , th?c t? .",1,0
nên t?p trung vào nghe và nói ti?ng anh nhi?u h?n .,0,1
cách gi?ng d?y ch?a ??t hi?u qu? cao .,0,0
th?y ch?a bao gi? ??n l?p .,0,0
c?n cho nhi?u ví d? trên l?p h?n .,0,0
em có ý ki?n là tr??ng nên gi?m s? l??ng sinh viên trong m?t l?p l?i và m? thêm nhi?u l?p h?n .,0,1
chúc th?y s?c kh?e và thành công .,1,0
"gi?ng viên gi?ng d?y nhi?t tình , bám sát n?i dung môn h?c .",1,0
d? n?m b?t ki?n th?c ?? ?i thi .,1,3
ch?a chu?n b? k? n?i dung gi?ng d?y .,0,0
"thi?u lôi cu?n , còn nói d?a vào slide nhi?u .",0,0
bài t?p gi?ng d?y ch?a k? .,0,1
ít c?p nh?t thông tin trên moodle ho?c mail cho sinh viên .,0,1
n?i dung th?c hành khó .,0,0
"vô cùng t?n tình , s?n sàng truy?n ??y ?? ki?n th?c cho sinh viên và h?t lòng ch? b?o .",1,0
"th?y r?t t?n tình , có tâm , quan tâm ??n vi?c h?c c?a sinh viên .",1,0
c?n nâng cao công tác gi?ng d?y h?n n?a .,0,1
cho bài t?p c?ng là nh?ng bài t?p hay .,1,0
d?y sát ki?n th?c trong giáo trình .,1,0
"th?y r?t vui tính và thú v? , l?p h?c luôn sôi ??ng .",1,0
"h??ng d?n d? hi?u , h?t mình .",1,0
"giáo viên không d?y t? c? b?n ??n nâng cao , truy?n ??t không rõ cho sinh viên , c?n ch? cho sinh viên nh?ng ki?n th?c c? s? là cái nào và ph?i có ph??ng pháp h?c ra sao , giáo viên còn kh?c khe v?i h?c sinh .",0,0
"nên cho sinh viên ?i tham quan th?c t? môi tr??ng doanh nghi?p , h?n chê lý thuy?t suông .",0,1
"th?y d?y nhi?t tình , có trình ?? môn h?c yêu c?u s? d?ng t? duy r?t l?n .",1,0
"gi?ng viên truy?n ??t t?t , nhi?t tình , tuân th? gi? ra vào l?p .",1,0
có h?ng thú khi lên l?p .,1,0
th?y v?n tuy?t v?i nh? ngày nào .,1,0
cô ch?m ?i?m thi?u s? minh b?ch trong bài thi .,0,0
n?u h?c theo lý thuy?t trên l?p thì còn lâu m?i làm ???c ?? án mang t?m c? l?n .,0,1
"th?y d?y hay , d? hi?u , nhi?t tình .",1,0
"giáo viên gi?i , nhi?t tình .",1,0
lên l?p ch?a ??y ?? .,0,0
"không nh?ng truy?n ??t ki?n th?c môn h?c mà còn ch? b?o nh?ng ki?n th?c bên ngoài , th?c t? , h??ng d?n nh?ng cái hay mà th?y ?ã tr?i qua ?? sinh viên t? ?ó có th? rút ra nh?ng cái t?t h?n ?? phát tri?n sau này .",1,0
th?y d?y hay và r?t nhi?t tình la em và các b?n theo xu h??ng t?t .,1,0
phong cách d?y t?t .,1,0
em mong r?ng b?t k? môn nào ???c m? ra thì c?ng ph?i cung c?p ki?n th?c x?ng ?áng cho sinh viên .,0,1
cô gi?ng d?y r?t nhi?t tình .,1,0
theo em môn ki?n trúc máy tính nên có thêm ph?n th?c hành vì nh? v?y vi?c h?c s? d? hình dung h?n r?t nhi?u .,0,1
bu?i s?a bài t?p c?n làm k? l??ng h?n .,0,1
gi?ng viên cho nh?ng ví d? th?c t? r?t s?ng ??ng .,1,0
cô gi?ng ??n khi nào sinh viên ch?u hi?u thì thôi .,1,0
"gi?ng viên d?y d? hi?u , xúc tích .",1,0
ch?t l??ng môn h?c ?ã ph?c v? t?t sinh viên .,1,1
"gi?ng viên t?n t?y , quan tâm ??n sinh viên , gi?ng d?y hay , nhi?u ho?t ??ng g?n g?i v?i sinh viên .",1,0
"ph??ng pháp truy?n ??t t?t , ??m b?o ?? l??ng ki?n th?c cung c?p cho sinh viên .",1,0
gi?i nhi?u bài t?p .,1,0
cô vui tính d? g?n .,1,0
lâu lâu cô hay b?n ??t xu?t .,0,0
"gi?ng bài k? , nh?c l?i ki?n th?c quan tr?ng trong nh?ng bu?i h?c m?i .",1,0
gi?ng viên không t?o ???c h?ng thú h?c t?p cho sinh viên .,0,0
"cô wzjwz242 là m?t gi?ng viên r?t tâm huy?t và có kh? n?ng truy?n ??t c?c k? cao , cô luôn truy?n c?m h?ng , kích thích kh? n?ng h?c t?p c?a sinh viên .",1,0
giúp sinh viên gi?i quy?t nh?ng khúc m?c trong nhi?u lo?i bài t?p khác nhau .,1,0
t?n tâm h??ng d?n .,1,0
"th?y gi?ng nhi?t tình , minh h?a c? th? .",1,0
"các slide bài gi?ng th??ng xuyên s? d?ng xen k? ti?ng anh và vi?t m?t cách không th?ng nh?t , gây khó hi?u cho sinh viên .",0,1
"giáo viên nhi?t tình , có ??y ?? các ho?t ??ng h?c t?p ?? sinh viên ôn luy?n ki?n th?c .",1,0
th?y h?i b?n .,0,0
theo em doubledot ??ng b?t bu?c sinh viên ph?i lên l?p ??y ?? .,0,1
"có nhi?u ki?n th?c hay , h?u ích , không khí l?p h?c tho?i mái .",1,0
th?y truy?n ???c l?a cho sinh viên r?t nhi?u .,1,0
gi?ng viên ph??ng pháp d?y hay .,1,0
"gi?ng viên nên cho sinh viên th?c t?p nói , nghe nhi?u h?n .",0,0
"kh? n?ng truy?n ??t t?t , k? chuy?n cho sinh viên h?ng thú .",1,0
giáo trình nên th?ng nh?t b?n ti?ng anh .,0,1
h?c v?i th?y em h?c t?t và ??t ???c ?i?m cao .,1,0
"cô chú tr?ng ??n phát âm , b?n ch?t .",1,0
"th?y up tài li?u , thông báo lên course , gmail c?a sinh viên giúp em d? n?m b?t l?ch ngh? bù , có tài li?u tham kh?o thêm .",1,0
"cô bi?t cách truy?n c?m h?ng cho sinh viên , t?n tâm v?i môn h?c .",1,0
"sao th?y không cho ?i?m c?ng khi v?i m?y b?n lên b?ng làm bài t?p , n?u nhi?u bài t?p quá thì m?t bài n?a ?i?m c?ng ???c , nh? v?y các b?n s? có h?ng lên b?ng làm bài t?p h?n , l?p h?c s? sôi ??ng h?n .",0,0
?? ngh? trang b? loa và micro m?i .,0,2
"gi?ng viên luôn t?n tâm , chu ?áo .",1,0
"vui tính , d? th??ng .",1,0
"th?y hi?n , d? tính .",1,0
c?n ôn t?p k? tr??c khi thi .,0,3
càng cung c?p nhi?u tài li?u trên m?ng cho sinh viên s? càng c?i ti?n ch?t l??ng môn h?c .,1,1
"gi?ng viên nhi?t tình , bài gi?ng ??y ?? .",1,0
"các ti?t th?c h?nh hay , th?c t? , không khí vui v? .",1,3
hoàn h?o !,1,3
"kh? n?ng truy?n ??t - th?y nói khó nghe l?i không dùng microphone , hi?u qu? bài gi?ng th?p .",0,0
"th?y d?y r?t hay , th?c hành d? hi?u , ?ánh vào tr?ng tâm .",1,0
phòng h?c và các thi?t b? gi?ng d?y c?n ???c nâng c?p t?t h?n .,0,2
th?y d?y nhi?t tình và truy?n c?m .,1,0
"th?y khá t?n t?m , nhi?t tình .",1,0
"mong cô s? d?y các môn liên quan tr?c ti?p t?i l?p trình nh? csharp , java .",1,0
th?y hay ?i tr? và ngh? d?y nhi?u .,0,0
ch??ng trình h?c khá dài ch?a t?p trung .,0,1
"gi?ng th?y r?t êm êm , không có cao ?? ?i?u này gây m?t h?ng thú v?i ng??i nghe .",0,0
"tôi c?m c?m th?y không c?n thi?t , thay vào ?ó là các l?p k? n?ng hay h?c thu?t s? t?t h?n !",0,1
"k? này d?y b?ng slide ti?ng anh nên ?a ph?n sinh viên không n?m b?t k?p , g?n nh? toàn b? các b?n ??u không hi?u bài .",0,1
"th?y d?y t?t , bám sát n?i dung , truy?n ??t ki?n th?c cho sinh viên r?t nhi?t tình .",1,0
giáo viên nhi?t tình g?n g?i .,1,0
chú tr?ng ph?n bài t?p và th?c hành v? m?ch .,0,1
th?y d?y t?n tâm và nhi?t tình .,1,0
nhìn chung th?y d?y t?t và khá hi?n .,1,0
"gi?ng d? hi?u , d? ti?p thu .",1,0
"cô r?t nhi?t tình , bài gi?ng d? hi?u .",1,0
gi?ng bài t?t .,1,0
"gi?ng viên nhi?t tình , giàu kinh nghi?m .",1,0
"gi?ng viên nhi?t tình , d?y bài k? , chi ti?t , c?p nh?t bài gi?ng liên t?c .",1,0
"vui v? , truy?n ??t t?t .",1,0
"gi?ng viên không t? ch?c bu?i g?p sinh viên nào , và c?ng không có bài t?p , n?i dung ph?n th?c hành .",0,0
"c?n m?t gi?ng viên có nhi?t huy?t , t?n tâm v?i l?p h?n .",0,0
"th?y t?n t?y , h?t mình vì sinh viên .",1,0
c?n thêm vài ví d? c? th? h?n và có bài t?p ?? rèn luy?n .,0,1
"gi?ng d?y t?n tình , lên l?p ??y ?? .",1,0
"không nhi?t tình , không c?p nh?t slide .",0,0
"cách d?y d? hi?u , h??ng d?n t?n tình .",1,0
"truy?n ??t bài h?c t?t , d? hi?u .",1,0
th?y khá nhi?t tình .,1,0
gi?ng viên truy?n ??t ki?n th?c ch?a t?t .,0,0
"nên t?ng c??ng luy?n nói trên l?p , h??ng d?n cách nói nhanh l?u loát .",0,1
"c? 3 , 4 bu?i th?c hành theo hình th?c 2 môn này có th?y cô này tham gia hay h??ng d?n bu?i nào ?âu mà ?ánh giá , ch? có m?i th?y wzjwz43 thôi .",0,3
"gi?ng d? hi?u , nhi?t tình .",1,0
nhà tr??ng nên d?y nh?ng chu?n sql m?i vì chu?n sql 92 hi?n nay không còn phù h?p v?i nh?ng phiên b?n sql m?i và nó ?ã quá c? r?i .,0,1
gi?ng viên d?y quá nhanh .,0,0
"th?y vui tính , d?y hay , d? hi?u .",1,0
"khi gi?ng th?y ch?a ch? rõ tr?ng tâm c?a bài ?? sinh viên n?m b?t và d? ti?p thu h?n , gi?ng th?y còn nh? , ??u ??u .",0,0
"th?y gi?ng bài hay , hài h??c .",1,0
slide c?n gi?i chi ti?t các ví d? ?? các h?c sinh không lên l?p ???c thì có th? hi?u ???c bài gi?ng .,0,1
"không n?m ???c th?c l?c , bài t?p quá s?c v?i sinh viên .",0,0
"cách gi?ng d?y tho?i mái , d? ti?p thu .",1,0
"hy v?ng l?n sau th?y d?y s? mang ??n thêm m?t s? bài t?p kèm h??ng d?n ?? b?n em d? dàng v?n d?ng ki?n th?c mình h?c h?n , khi th?y gi?ng xong , có th? b?n em nói b?n em hi?u nh?ng b?n em không nh? lâu ???c do không có ch? ?? b?n em v?n d?ng , nên cu?i cùng ??n khi thi b?n em v?n tr? l?i r?ng b?n em không hi?u .",0,0
"s? d?ng t? ng? không phù h?p , có thái ?? phân bi?t v?i m?t vài sinh viên , th??ng nói chuy?n v?i các sinh viên n? .",0,1
cô r?t nghiêm túc colonsad .,0,0
"nhi?t tình , gi?ng d?y có hi?u qu? cao .",1,0
"em ngh? nh? v?y s? ti?p thu bài t?t h?n vì ???c ti?p thu d?n d?n , ít r?i thành nhi?u d? ti?p thu h?n là nhi?u r?i nhi?u và cu?i cùng không ???c gì vì quá nhi?u .",0,0
trình bày chi ti?t .,1,0
"gi?ng viên t?n tâm , nhi?t tình , lên l?p ?úng gi? .",1,0
truy?n ??t bài gi?ng r?t t?t .,1,0
"gi?ng viên nhi?t tình , vui v? .",1,0
"th?y d?y d? hi?u , nhi?t tình , vui tính .",1,0
"hi?n t?i t?t , không c?n ?i?u ch?nh gì thêm .",1,3
"gi?ng bài tâm huy?t , d? ti?p thu .",1,0
phòng th?c hành c?n ???c nâng c?p .,0,2
"giáo viên d?y d? hi?u , h??ng d?n và cho ki?m tra phù h?p v?i ch??ng trình .",1,0
deadline cho th?i gian ?? dài ?? sinh viên hoàn thành bài t?p .,1,1
th?y ?ôi lúc nói quá nhanh .,0,0
"th?y d?y nghiêm túc , theo dõi sát bu?i h?c .",1,0
"kh? n?ng truy?n ??t n?i dung h?c t?p ch?a cao , ch?a nêu rõ ràng n?i dung c?a môn .",0,0
m?c dù gi?ng viên nói khá nhi?u ki?n th?c trên l?p h?c nh?ng s? l??ng sinh viên hi?u h?t ki?n th?c c?c k? ít .,0,0
cô d?y h?i nhanh .,0,0
vui nhi?t tình .,1,0
nên giao chìa khóa phòng th?c hành cho tr?c ti?p giáo viên .,0,1
lên l?p không ??y ?? .,0,0
gi?ng viên cho h?c sinh xem thêm nhi?u video ti?ng anh hay .,1,0
không ch? ph?n m?m .,0,3
"d?y không ?? bài gi?ng có thi , không giúp sinh viên m? r?ng các bài t?p liên quan ??n bài gi?ng , ch? d?y y chang theo slide mà không rõ sinh viên ?ã hi?u ch?a .",0,0
n?i dung môn h?c khá khó ?? ti?p thu .,0,1
"ch??ng trình h?c khá n?ng , quá nhi?u ki?n th?c .",0,1
c?n quan tâm t?i h?c sinh c?a mình h?n .,0,0
n?i dung môn h?c c?n rõ ràng h?n n?a ?? bi?t môn h?c h?c cái gì và kh? n?ng ti?p nh?n ki?n th?c c?a sinh viên .,0,1
nên có thêm slide cho sinh viên .,0,1
gi?ng viên c?n t?ng c??ng trao ??i n?i dung môn h?c qua website môn h?c .,0,0
th?y gi?ng bài ??y ?? .,1,0
"môn này ch?ng h? tr? it gì c? , nên d?y qua loa thôi ?? sinh viên t?p trung các môn khác !",0,1
phòng lab c?n có thêm thi?t b? th?t ?? th?c hành .,0,2
có nh?ng ví d? th?c ti?n .,1,1
sáo r?ng .,0,3
th?y ch? d?y nhi?t tình .,1,0
có h? th?ng bài t?p trên moodle .,1,0
"g?n g?i , t?n tâm , th??ng sinh viên .",1,0
không thông báo nh?ng b?a d?y bù và ngh? lên daa và moodle .,0,0
"th?y t?n tâm , nhi?t tình trong gi?ng d?y .",1,0
còn làm ít bài t?p .,0,0
cô r?t nhi?t tình !,1,0
cho làm nhi?u ?? án và bài t?p liên quan t?i môn h?c .,1,0
mong giáo viên có th? gi?ng bài k? h?n cho sinh viên .,0,0
"th?y d?y d? hi?u và khá g?n g?i v?i sinh viên , th?y vui tính và hòa ??ng .",1,0
gi?ng viên r?t nhi?t tình và luôn chu?n b? bài gi?ng chu ?áo .,1,0
d?y ki?n th?c sát v?i th?c t? .,1,0
cô cung c?p nhi?u thông tin th?c t? .,1,1
"d?y xúc tích , d? hi?u .",1,1
th?y tuy?t v?i !,1,0
"th?y m?i doanh nghi?p v? d?y sinh viên , khá thi?t th?c .",1,0
"em ngh? cô nên tóm g?n nh?ng n?i dung ph? , lý thuy?t , và ?i sâu , t?p trung vào tr?ng tâm h?n c?ng nh? n?u ???c thì cô hãy nên s? d?ng gi?ng ph? thông ?? áp d?ng vào gi?ng d?y .",0,0
quá chu ?áo nên hay ?i lòng vòng v?n ?? .,0,0
"gi?ng k? , nhi?t tình .",1,0
gi?ng viên chu ?áo .,1,0
cách truy?n ??t c?a gi?ng viên làm sinh viên khó ti?p thu .,0,0
"s?a bài t?p chi ti?t , k? càng , ??t ra nhi?u v?n ?? hay .",1,0
"làm ?? án còn ph?i thi cu?i k? lý thuy?t , sinh viên có nhi?u ?? án trên m?t k? , còn ph?i thi lý thuy?t cu?i k? .",0,1
cách gi?ng viên t?o c? h?i cho sinh viên l?y ?i?m c?ng .,1,0
lên l?p ít .,0,0
"nhi?t tình v?i sinh viên , ??m b?o gi? lên l?p , có h? th?ng website môn h?c d? s? d?ng .",1,0
"cách gi?ng bài c?a th?y ch?a ???c t?t còn thi?u s? gây h?ng thú h?c t?p cho sinh viên , ?? thi môn h?c quá dài v?i l??ng ki?n th?c c?n có không ph?i ít khi?n sinh viên khó làm bài t?t .",0,1
d?y khá ch?c ch?n .,1,0
?ó là sau khi cô gi?ng xong m?t d?ng toán thì nên cho ngay m?t ví d? .,0,1
gi?ng viên có t?ng c??ng gi?i ?? các n?m .,1,0
còn có m?t s? thi?u h?t nh? trong ki?n th?c nh?ng nhìn chung có ki?n th?c chuyên môn t?t .,1,0
cô s?a nhi?u bài t?p giúp sinh viên d? ti?p thu ph?n lý thuy?t .,1,0
cô d?y có tâm .,1,0
"m?t s? l?i gi?ng còn khó hi?u , thi?u ?a d?ng và th?c ti?n .",0,0
"cô vui tính , t?n tâm nhi?t tình , có th?c m?c cô ??u gi?i thích r?t k? và r?t sâu .",1,0
th?y nhi?t tình giúp ?? b?n em và ch?m bài c?ng không thiên v? .,1,0
th?y gi?ng ch?a sâu !,0,0
cô r?t nhi?t tình khi d?y các em .,1,0
thông báo ngày n?p bài t?p và báo cáo quá tr? .,0,1
th?y r?t nhi?t tình và vui tính .,1,0
nên so?n slide bài gi?ng k? h?n .,0,1
"hi v?ng khi truy?n ??t m?t ý nào ?ó th?y nói ngay vào tr?ng tâm , tránh m? bài quá dài dòng làm ng??i nghe khó n?m b?t và ch?n l?c n?i dung .",0,0
d?y hay nhi?t tình .,1,0
"th?y wwzjwz305 r?t t?t , r?t hi?n , t?n tâm , nhi?t tình .",1,0
"em th?y gi?ng viên ch?a t?o ???c h?ng thú ?? cho sinh viên h?c t?p t?t h?n , khi lên l?p h?c lúc nào sinh viên c?ng chán n?n và không mu?n h?c .",0,0
"th?y wzjwz94 d?y t?t , nhi?t tình và thân thi?n v?i sinh viên , n?u ???c cho th?y ti?p t?c gi?ng d?y trong các h?c k? t?i .",1,0
th?y vui tính truy?n ??t d? hi?u .,1,0
d?y ?úng gi? nhi?t tình .,1,0
"th?y d?y r?t hay , d? hi?u , t?n tâm .",1,0
giáo viên hay t?i tr? .,0,0
nh?ng v?n ch?a nhi?t tình l?m .,0,0
th?y gi?ng bài r?t có tâm huy?t .,1,0
??u t? thêm nhi?u thi?t b? .,0,0
gi?ng viên r?t t?n tâm trong vi?c gi?ng d?y .,1,0
ph??ng pháp gi?ng d?y c?a gi?ng viên d? hi?u giúp sinh viên d? n?m b?t .,1,0
cho các bài ki?m tra trên l?p r?t hay .,1,0
cô d?y không nhi?t tình tuy có ??y ?? bài h?c .,0,0
gi?ng viên th??ng xuyên ??n l?p tr? .,0,0
th?y gi?i và nhi?t tình .,1,0
lúc ??u có sai sót k? thu?t ? mã môn h?c it006dote12 có hai d?u ch?m nên sinh viên không ???c add vào môn h?c trong h? th?ng moodle nên th?y ph?i cung c?p tài li?u cho sinh viên qua google site .,0,1
cách d?y c?a th?y không phù h?p v?i em nên khi?n em khó kh?n trong vi?c ti?p thu .,0,0
"gi?ng viên d?y t??ng ??i d? hi?u , vui tính .",1,0
nên b? môn h?c này vì nó không sát v?i ch??ng trình h?c .,0,1
mong cô luôn nh? v?y .,1,0
"giáo viên gi?ng ch?m , k? , d? hi?u .",1,0
máy chi?u b? ?nh h??ng b?i ánh sáng nên xem slide không rõ .,0,2
"th?y giáo nhi?t tình , vui v? , t?n tình gi?i ?áp th?c m?c cho sinh viên .",1,0
